000BCB9F	GAME_ACTION_CREWDEFENSIVE	ACTIVATE CREW MEMBER
D2E196A1	GM_CATALOG_00001794	RIVET
D2E196A2	GM_CATALOG_00001795	SUPREMO
D2E196A3	GM_CATALOG_00001796	CREST
D2E196A4	GM_CATALOG_00001797	Audi TT RS 10 with a Car Slot
D2E196A5	GM_CATALOG_00001798	TEAM EMERGENCY EVADE x20
D2E196A6	GM_CATALOG_00001799	TEAM SLINGSHOT x20
D2E196AE	GM_CATALOG_0000179A	Lamborghini Murcialago LP640 
D2E196AF	GM_CATALOG_0000179B	Lamborghini Murcialago LP640  with a Car Slot
D2E196B0	GM_CATALOG_0000179C	Exotic fans get ready. 640HP combined with an AWD setup that distributes 70% of torque to the rear axle under most conditions makes this Big Bull an extreme ride. Not only does this car look the part, it drives like a true exotic should and challenges any in its class. Could this be the car that dethrones the BMW GTR e46 in NFSW? Put it through its paces and decide for yourself!
D2E196B1	GM_CATALOG_0000179D	Lamborghini Murcialago
D2E196B2	GM_CATALOG_0000179E	640HP Big Bull charges into NFS World
D2E196B3	GM_CATALOG_0000179F	Exotic fans get ready. 640HP combined with an AWD setup that distributes 70% of torque to the rear axle under most conditions makes this Big Bull an extreme ride. Not only does this car look the part, it drives like a true exotic should and challenges any in its class. This deal also features: <ul><li> 7 Days Cash and Rep Amplifiers</li><li>Car Slot</li><li>7 Days Insurance</li></ul>
D2E197A5	GM_CATALOG_000017A0	Audi TT RS 10 
D2E197A6	GM_CATALOG_000017A1	GM_CATALOG_00001798
D2E197A7	GM_CATALOG_000017A2	GM_CATALOG_00001799
D2E197A8	GM_CATALOG_000017A3	TEAM EMERGENCY EVADE x20
D2E197A9	GM_CATALOG_000017A4	TEAM SLINGSHOT x20
D2E197AA	GM_CATALOG_000017A5	Team Escape Car RED
D2E197AB	GM_CATALOG_000017A6	Team Escape Car BLUE
D2E197AC	GM_CATALOG_000017A7	Shift 2 Supra
D2E197AD	GM_CATALOG_000017A8	20% off Team EMERGENCY EVADE x15
D2E197AE	GM_CATALOG_000017A9	20% off Team SLINGSHOT x15
D2E197B6	GM_CATALOG_000017AA	SHIFT 2
D2E197B7	GM_CATALOG_000017AB	Toyota Supra SHIFT 2 Edition
D2E197B8	GM_CATALOG_000017AC	Toyota Supra (MKIV) Shift 2 Edition
D2E197B9	GM_CATALOG_000017AD	Toyota Supra (MKIV) Shift 2 Edition with a Car Slot
D2E197BA	GM_CATALOG_000017AE	As Shift 2 races onto store shelves, jump in and take the opportunity to own this custom NFS Shift 2 Edition Supra. This iconic car has 2 large turbochargers and is outfitted with Race parts, making it a very competitive Tier 2 car in NFS WORLD. This Supra comes slammed and also sports a custom livery branded with Shift 2 logo's. Don't miss this opportunity to own this Tuner Car sensation as it will be on sale for a Limited Time only.
D2E197C6	GM_CATALOG_000017B0	Murcialego Yellow
D2E197C7	GM_CATALOG_000017B1	MKT GTO
D2E197C8	GM_CATALOG_000017B2	MKT SUPRA
D2E197C9	GM_CATALOG_000017B3	GM_CATALOG_000017AF
D2E197CF	GM_CATALOG_000017B9	RED JUGGERNAUT
D2E197D7	GM_CATALOG_000017BA	Dodge Charger SRT8 Super Bee
D2E197D8	GM_CATALOG_000017BB	Custom tuned for Team Escape, this SRT8 Charger Super Bee has massive acceleration, hits hard and is the cops true nemesis. Smash through roadblocks with ease and lead your team to victory. The JUGGERNAUT is equipped with the latest Aftermarket parts and exclusive LED two-tone Neons.  Featuring custom vinyls from its battles with cops, the Juggernaut is the king of pursuits.
D2E197D9	GM_CATALOG_000017BC	BLUE JUGGERNAUT
D2E197DA	GM_CATALOG_000017BD	Dodge Charger SRT8 Super Bee with a Car Slot
D2E197DB	GM_CATALOG_000017BE	Tier 1 Silver Pack description
D2E197DC	GM_CATALOG_000017BF	Tier 2 Silver Pack description
D2E197E7	GM_CATALOG_000017C0	Tier 3 Silver Pack description
D2E197E8	GM_CATALOG_000017C1	Tier 1 Gold Pack description
D2E197E9	GM_CATALOG_000017C2	Tier 2 Gold Pack description
D2E197EA	GM_CATALOG_000017C3	Tier 3 Gold Pack description
D2E197EB	GM_CATALOG_000017C4	Tier 1 Bronze Pack description
D2E197EC	GM_CATALOG_000017C5	Tier 2 Bronze Pack description
D2E197ED	GM_CATALOG_000017C6	Tier 3 Bronze Pack description
D2E197EE	GM_CATALOG_000017C7	Mazda RX-7 Battle Machine
D2E197EF	GM_CATALOG_000017C8	Porsche 911 Rose
D2E197F0	GM_CATALOG_000017C9	Dodge Charger R/T Angie
D2E197F8	GM_CATALOG_000017CA	Lamborghini Murciélago LP 640 
D2E197F9	GM_CATALOG_000017CB	Lamborghini Murciélago LP 640  with a Car Slot
D2E197FA	GM_CATALOG_000017CC	Lamborghini Murciélago LP 640
D2E197FB	GM_CATALOG_000017CD	Lamborghini Murciélago LP 640 Yellow
D2E197FC	GM_CATALOG_000017CE	Audi R8 Darius
D2E197FD	GM_CATALOG_000017CF	Porsche Cayman S Shift
D2E19808	GM_CATALOG_000017D0	Volkswagen Scirocco Zack
D2E19809	GM_CATALOG_000017D1	Porsche 911 Rose Edition
D2E1980A	GM_CATALOG_000017D2	Porsche 911 "Rose" Edition with a Car Slot
D2E1980B	GM_CATALOG_000017D3	PORSCHE 911
D2E1980C	GM_CATALOG_000017D4	Dodge Charger R/T "Angie" Edition
D2E1980D	GM_CATALOG_000017D5	Dodge Charger R/T "Angie" Edition with a Car Slot
D2E1980E	GM_CATALOG_000017D6	Volkswagen Scirocco "Zack" Edition
D2E1980F	GM_CATALOG_000017D7	Volkswagen Scirocco "Zack" Edition with a Car Slot
D2E19810	GM_CATALOG_000017D8	Red Juggernaut
D2E19811	GM_CATALOG_000017D9	Porsche Cayman S "Shift" Edition
D2E19819	GM_CATALOG_000017DA	Porsche Cayman S "Shift" Edition with a Car Slot
D2E1981A	GM_CATALOG_000017DB	Audi R8 "Darius" Edition
D2E1981B	GM_CATALOG_000017DC	Audi R8 "Darius" Edition with a Car Slot
D2E1981C	GM_CATALOG_000017DD	AUDI R8
D2E1981D	GM_CATALOG_000017DE	Mazda RX-7 "Battle Machine" Edition
D2E1981E	GM_CATALOG_000017DF	Mazda RX-7 "Battle Machine" Edition with a Car Slot
D2E19829	GM_CATALOG_000017E0	MAZDA RX-7
D2E1982A	GM_CATALOG_000017E1	COBALT
D2E1982B	GM_CATALOG_000017E2	PRUSSIAN BLUE
D2E1982C	GM_CATALOG_000017E3	CINNABAR
D2E1982D	GM_CATALOG_000017E4	AMETHYST
D2E1982E	GM_CATALOG_000017E5	EMERALD
D2E1982F	GM_CATALOG_000017E6	SCARLET
D2E19830	GM_CATALOG_000017E7	CODE505
D2E19831	GM_CATALOG_000017E8	3WISHES
D2E19832	GM_CATALOG_000017E9	Dodge Charger SRT8 Super Bee "Red Juggernaut"
D2E1983A	GM_CATALOG_000017EA	Dodge Charger SRT8 Super Bee "Red Juggernaut" with a Car Slot
D2E1983B	GM_CATALOG_000017EB	Dodge Charger SRT8 Super Bee "Blue Juggernaut"
D2E1983C	GM_CATALOG_000017EC	Dodge Charger SRT8 Super Bee "Blue Juggernaut" with a Car Slot
D2E1983D	GM_CATALOG_000017ED	Dodge Charger SRT8 Super Bee Team Escape Edition
D2E1983E	GM_CATALOG_000017EE	As a thank you for buying this SpeedBoost package we've given you a very special, and very exclusive, Dodge Charger SRT8 Super Bee Team Escape Edition to add to your garage. This is yours to keep and will never be available to buy again.
D2E1983F	GM_CATALOG_000017EF	Team Escape Starter Pack
D2E1984A	GM_CATALOG_000017F0	Have you been waiting for Team Escape? Well, the time is now as we have created a custom tuned Charger Super Bee that makes this mode highly addicting. Smash through roadblocks and guide your team to victory. 
D2E1984B	GM_CATALOG_000017F1	BMW GTR e46 Watch-out!
D2E1984C	GM_CATALOG_000017F2	With over 640HP, the Murcielago LP 640 is an extremely competitive Tier 3 supercar that makes for an exhilarating drive. Think you can tame this Big Bull? Well, hop in and test your skills.
D2E1984D	GM_CATALOG_000017F3	Dominate Each Tier and Team Escape With These Competitive Cars
D2E1984E	GM_CATALOG_000017F4	Lock n load with this amazing bundle. Not only will you be competitive in each Tier, you also get Juggernaut, who was custom tuned to smash through roadblocks and cops. 
D2E1984F	GM_CATALOG_000017F5	Dodge Viper Team Escape Blue
D2E19850	GM_CATALOG_000017F6	Dodge Viper Team Escape Red
D2E19851	GM_CATALOG_000017F7	Pontiac GTO Team Escape Red
D2E19852	GM_CATALOG_000017F8	Pontiac GTO Team Escape Blue
D2E19853	GM_CATALOG_000017F9	Dodge Viper SRT10 Team Escape Edition
D2E1985B	GM_CATALOG_000017FA	Dodge Viper SRT10 Team Escape Edition with a Car Slot
D2E1985C	GM_CATALOG_000017FB	Dodge Viper SRT10 Team Escape Edition "Blue"
D2E1985D	GM_CATALOG_000017FC	Dodge Viper SRT10 Team Escape Edition "Blue" with a Car Slot
D2E1985E	GM_CATALOG_000017FD	Dodge Viper SRT10 Team Escape Edition "Red"
D2E1985F	GM_CATALOG_000017FE	Dodge Viper SRT10 Team Escape Edition "Red" with a Car Slot
D2E19860	GM_CATALOG_000017FF	Dodge Viper SRT10 "Blue Juggernaut"
D2E199B5	GM_CATALOG_00001800	Dodge Viper SRT10 "Blue Juggernaut" with a Car Slot
D2E199B6	GM_CATALOG_00001801	Dodge Viper SRT10 "Red Juggernaut"
D2E199B7	GM_CATALOG_00001802	Dodge Viper SRT10 "Red Juggernaut" with a Car Slot
D2E199B8	GM_CATALOG_00001803	Pontiac GTO "Blue Juggernaut"
D2E199B9	GM_CATALOG_00001804	Pontiac GTO "Blue Juggernaut" with a Car Slot
D2E199BA	GM_CATALOG_00001805	Pontiac GTO "Red Juggernaut"
D2E199BB	GM_CATALOG_00001806	Pontiac GTO "Red Juggernaut" with a Car Slot
D2E19A7E	GM_CATALOG_00001863	Nissan GT-R R35 Limited Edition
D2E19A7F	GM_CATALOG_00001864	Volkswagen R32 Limited Edition
D2E19A80	GM_CATALOG_00001865	Nissan 370Z Limited Edition
D2E19A81	GM_CATALOG_00001866	Porsche Cayman S Limited Edition
D2E19A82	GM_CATALOG_00001867	Lotus Elise Limited Edition
D2E19A8D	GM_CATALOG_0000186B	Buy and win one Tier 1 Race performance part out of 5 reward cards, more if you're lucky!
D2E19A8E	GM_CATALOG_0000186C	Buy and win one Tier 2 Race performance part out of 5 reward cards, more if you're lucky!
D2E19A8F	GM_CATALOG_0000186D	Buy and win one Tier 3 Race performance part out of 5 reward cards, more if you're lucky!
D2E19A90	GM_CATALOG_0000186E	Go for Gold with at least one Tier 1 Pro performance part out of 5 reward cards, guaranteed!
D2E19A91	GM_CATALOG_0000186F	Go for Gold with at least one Tier 2 Pro performance part out of 5 reward cards, guaranteed!
D2E19A9C	GM_CATALOG_00001870	Go for Gold with at least one Tier 3 Pro performance part out of 5 reward cards, guaranteed!
D2E19A9D	GM_CATALOG_00001871	Win at least one Tier 1 Street performance part out of 5 reward cards. Buy now!
D2E19A9E	GM_CATALOG_00001872	Win at least one Tier 2 Street performance part out of 5 reward cards. Buy now!
D2E19A9F	GM_CATALOG_00001873	Win at least one Tier 3 Street performance part out of 5 reward cards. Buy now!
D2E19AA0	GM_CATALOG_00001874	20% off TEAM EMERGENCY EVADE x15
D2E19AA1	GM_CATALOG_00001875	20% off TEAM SLINGSHOT x15
D2E19AA2	GM_CATALOG_00001876	PONTIAC GTO TEAM ESCAPE EDITION
D2E19AA3	GM_CATALOG_00001877	As a thank you for buying the 17500 or the 8000 SpeedBoost package we've given you a very special, and very exclusive, Pontiac GTO Team Escape Edition to add to your garage. This is yours to keep and will never be available to buy again.
D2E19AA4	GM_CATALOG_00001878	DODGE VIPER SRT 10 TEAM ESCAPE EDITION
D2E19AA5	GM_CATALOG_00001879	Dodge Viper SRT10 have more of what performance aficionados crave: kick-in-the-pants, throw-back-in-the-seat power, combined with benchmark braking, world-class ride and handling made in America!
D2E19AAD	GM_CATALOG_0000187A	She was a Boss in Need for Speed Undercover and her entry into Need For Speed World is no different. Rose makes her Need For Speed World Debut decorated with a custom spoiler and a GT2 inspired bodykit. Race parts have also been added to give her a competitive edge!
D2E19AAE	GM_CATALOG_0000187B	With the launch of the highly anticipated Team Escape co-op game mode, The Juggernaut in now available in Tier 1. This GTO 65' hits hard and smashes through the toughest cops with ease. Try using a Juggernaut powerup while driving any of The Juggernauts to witness a thing of beauty when destroying roadblocks!
D2E19AAF	GM_CATALOG_0000187C	Custom tuned for Team Escape, This Dodge Viper SRT10 is the fastest Juggernaut to date. Massive hitting power combined with huge performance makes this car a must have while playing Team Escape. 
D2E19AB0	GM_CATALOG_0000187D	You got a look at it in Pro Street but were never able to drive it as it was purely a show car. Battle Machine is here and ready to be driven in Need For Speed World. 
D2E19AB1	GM_CATALOG_0000187E	Fastest Juggernaut Yet
D2E19AB2	GM_CATALOG_0000187F	Custom tuned for Team Escape, This Dodge Viper SRT10 is the fastest Juggernaut to date. Massive hitting power combined with huge performance makes this car a must have while playing Team Escape. The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19ABD	GM_CATALOG_00001880	Old Muscle In New Team Escape
D2E19ABE	GM_CATALOG_00001881	With the launch of the highly anticipated Team Escape co-op game mode, The Juggernaut in now available in Tier 1. This GTO 65' hits hard and smashes through the toughest cops with ease. Try using a Juggernaut powerup while driving any of The Juggernauts to witness a thing of beauty when destroying roadblocks! The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19ABF	GM_CATALOG_00001882	Ready For Battle
D2E19AC0	GM_CATALOG_00001883	You got a look at it in Pro Street but were never able to drive it as it was purely a show car. Battle Machine is here and ready to be driven in Need For Speed World. The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19AC1	GM_CATALOG_00001884	Rarest Rose
D2E19AC2	GM_CATALOG_00001885	She was a Boss in Need for Speed Undercover and her entry into Need For Speed World is no different. Rose makes her Need For Speed World Debut decorated with a custom spoiler and a GT2 inspired bodykit. Race parts have also been added to give her a competitive edge! The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19AC3	GM_CATALOG_00001886	9 different packs to suite your Tier and your Budget
D2E19AC4	GM_CATALOG_00001887	MERCURY
D2E19AC5	GM_CATALOG_00001888	FORD ESCORT RS COSWORTH
D2E19AC6	GM_CATALOG_00001889	Ford Escort RS Cosworth
D2E19ACE	GM_CATALOG_0000188A	Ford Escort RS Cosworth with a Car Slot
D2E19ACF	GM_CATALOG_0000188B	HONOR
D2E19AD0	GM_CATALOG_0000188C	AUTOMATE
D2E19AD1	GM_CATALOG_0000188D	SOUL
D2E19AD2	GM_CATALOG_0000188E	TREKKED
D2E19AD3	GM_CATALOG_0000188F	BTLMCHN
D2E19ADE	GM_CATALOG_00001890	BATTLE
D2E19AE1	GM_CATALOG_00001893	Ford GT
D2E19AE3	GM_CATALOG_00001895	Ford GT with a Car Slot
D2E19AE5	GM_CATALOG_00001897	GM_CATALOG_00001896
D2E19AE6	GM_CATALOG_00001898	GM_CATALOG_00001891
D2E19AE7	GM_CATALOG_00001899	GM_CATALOG_00001892
D2E19AEF	GM_CATALOG_0000189A	GM_CATALOG_00001894
D2E19AF0	GM_CATALOG_0000189B	SLEEK
D2E19AF1	GM_CATALOG_0000189C	TRUNK
D2E19AF2	GM_CATALOG_0000189D	REPRO
D2E19AF3	GM_CATALOG_0000189E	ARREST
D2E19AF4	GM_CATALOG_0000189F	COMPACT
D2E19BE6	GM_CATALOG_000018A0	SPECTOR
D2E19BE7	GM_CATALOG_000018A1	FORD GT-40
D2E19BE8	GM_CATALOG_000018A2	Ford GT-40
D2E19BE9	GM_CATALOG_000018A3	Ford GT-40 with a Car Slot
D2E19BEA	GM_CATALOG_000018A4	FORD GT
D2E19BEB	GM_CATALOG_000018A5	This modern-day version of Ford's most successful endurance racer of the 60's is equipped with a supercharger that helps produce over 500HP. 
D2E19BEC	GM_CATALOG_000018A6	Experience Ford's Rally Racer
D2E19BED	GM_CATALOG_000018A7	Instantly recognizable due to its large "whale tail" rear spoiler, the Escort RS Cosworth was built to handle any surface and every terrain. 
D2E19BEE	GM_CATALOG_000018A8	Ford GT is Here!
D2E19BEF	GM_CATALOG_000018A9	Ford's Flex Their Muscle in NFSW!
D2E19BF7	GM_CATALOG_000018AA	The opportunity is finally here for motorsports fans who want to drive the best of Ford's racing heritage. 
D2E19BF8	GM_CATALOG_000018AB	Triggers an Emergency Evade for your entire team. SAVE 10% NOW
D2E19BF9	GM_CATALOG_000018AC	Gives your team a short boost in speed. SAVE 10% NOW
D2E19BFA	GM_CATALOG_000018AD	He was a Boss in NFS Undercover and he is now coming to Need For Speed World. Zack's Volkswagen Scirocco is stylish and ready to race!
D2E19BFC	GM_CATALOG_000018AF	BRONZE PACKAGE 1
D2E19C07	GM_CATALOG_000018B0	SILVER PACKAGE 8
D2E19C08	GM_CATALOG_000018B1	SILVER PACKAGE 7
D2E19C09	GM_CATALOG_000018B2	SILVER PACKAGE 6
D2E19C0A	GM_CATALOG_000018B3	SILVER PACKAGE 5
D2E19C0B	GM_CATALOG_000018B4	BRONZE PACKAGE 8
D2E19C0C	GM_CATALOG_000018B5	BRONZE PACKAGE 7
D2E19C0D	GM_CATALOG_000018B6	BRONZE PACKAGE 6
D2E19C0E	GM_CATALOG_000018B7	BRONZE PACKAGE 5
D2E19C0F	GM_CATALOG_000018B8	BRONZE PACKAGE 4
D2E19C10	GM_CATALOG_000018B9	BRONZE PACKAGE 3
D2E19C18	GM_CATALOG_000018BA	BRONZE PACKAGE 2
D2E19C19	GM_CATALOG_000018BB	SILVER PACKAGE 1
D2E19C1A	GM_CATALOG_000018BC	SILVER PACKAGE 4
D2E19C1B	GM_CATALOG_000018BD	SILVER PACKAGE 3
D2E19C1C	GM_CATALOG_000018BE	SILVER PACKAGE 2
D2E19C1D	GM_CATALOG_000018BF	GOLD PACKAGE 12
D2E19C28	GM_CATALOG_000018C0	GOLD PACKAGE 11
D2E19C29	GM_CATALOG_000018C1	GOLD PACKAGE 10
D2E19C2A	GM_CATALOG_000018C2	GOLD PACKAGE 9
D2E19C2B	GM_CATALOG_000018C3	GOLD PACKAGE 8
D2E19C2C	GM_CATALOG_000018C4	GOLD PACKAGE 7
D2E19C2D	GM_CATALOG_000018C5	GOLD PACKAGE 6
D2E19C2E	GM_CATALOG_000018C6	GOLD PACKAGE 5
D2E19C2F	GM_CATALOG_000018C7	GOLD PACKAGE 4
D2E19C30	GM_CATALOG_000018C8	GOLD PACKAGE 3
D2E19C31	GM_CATALOG_000018C9	GOLD PACKAGE 2
D2E19C39	GM_CATALOG_000018CA	GOLD PACKAGE 1
D2E19C3A	GM_CATALOG_000018CB	CASH PACKAGE 6
D2E19C3B	GM_CATALOG_000018CC	CASH PACKAGE 5
D2E19C3C	GM_CATALOG_000018CD	CASH PACKAGE 4
D2E19C3D	GM_CATALOG_000018CE	CASH PACKAGE 3
D2E19C3E	GM_CATALOG_000018CF	CASH PACKAGE 2
D2E19C49	GM_CATALOG_000018D0	CASH PACKAGE 1
D2E19C4A	GM_CATALOG_000018D1	STOCK
D2E19C4B	GM_CATALOG_000018D2	Exotic fans get ready. 640HP combined with an AWD setup that distributes 70% of torque to the rear axle under most conditions makes this Big Bull an extreme ride. Not only does this car look the part, it drives like a true exotic should and challenges any in its class. Could this be the car that dethrones the BMW GTR E46 in NFSW? Put it through its paces and decide for yourself!
D2E19C4C	GM_CATALOG_000018D3	Different Card Packs available suitable for a range of budgets.
D2E19C4D	GM_CATALOG_000018D4	10% off TEAM EMERGENCY EVADE x15
D2E19C4E	GM_CATALOG_000018D5	10% off TEAM SLINGSHOT x15
D2E19C4F	GM_CATALOG_000018D6	GM_CATALOG_000018D1
D2E19C50	GM_CATALOG_000018D7	Lamborghini LP 640 Cop Edition
D2E19C51	GM_CATALOG_000018D8	Lamborghini Murciélago LP 640 Cop Edition
D2E19C52	GM_CATALOG_000018D9	Lamborghini Murciélago LP 640 Cop Edition with a Car Slot
D2E19C5A	GM_CATALOG_000018DA	TREASURE HUNTER
D2E19C5B	GM_CATALOG_000018DB	Nissan 370Z (Z34) Treasure Hunter Edition with free Car Slot
D2E19C5C	GM_CATALOG_000018DC	Nissan 370Z (Z34) "Treasure Hunter" Edition
D2E19C5D	GM_CATALOG_000018DD	Nissan 370Z (Z34) "Treasure Hunter" Edition with a Car Slot
D2E19C5E	GM_CATALOG_000018DE	AUDI A1 CLUBSPORT QUATTRO
D2E19C5F	GM_CATALOG_000018DF	Audi A1 Clubsport Quattro
D2E19C6A	GM_CATALOG_000018E0	Audi A1 Clubsport Quattro with a Car Slot
D2E19C6E	GM_CATALOG_000018E4	WORTHERSEE
D2E19C6F	GM_CATALOG_000018E5	THEMED
D2E19C70	GM_CATALOG_000018E6	Audi A1 Clubsport Quattro Themed Edition
D2E19C71	GM_CATALOG_000018E7	Audi A1 Clubsport Quattro Themed Edition with a Car Slot
D2E19C7C	GM_CATALOG_000018EB	Worthersee is definitely an event you want to attend if you are an Audi fan, but since it takes place half way around the World, NFSW is brining you a rare taste!  Only drivable in NFSW, the Audi A1 Clubsport Quattro is 1 of a kind. Equipped with unique carbon Fiber accents and a powerplant that delivers 500+HP makes for an exciting drive.
D2E19C7D	GM_CATALOG_000018EC	Audi A1 Clubsport Quattro 1 Day Rental
D2E19C7E	GM_CATALOG_000018ED	Only drivable in NFSW, the Audi A1 Clubsport Quattro is 1 of a kind. Equipped with unique carbon Fiber accents and a powerplant that delivers 500+HP makes for an exciting drive.
D2E19C8B	GM_CATALOG_000018F0	THE RARE AUDI A1 CLUBSPORT QUATTRO
D2E19C8C	GM_CATALOG_000018F1	Worthersee is definitely an event you want to attend if you are an Audi fan, but since it takes place half way around the World, NFSW is brining you a rare taste!  Only drivable in NFSW, the Audi A1 Clubsport Quattro is 1 of a kind. Equipped with unique carbon Fiber accents and a powerplant that delivers 500+HP makes for an exciting drive. The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19C8D	GM_CATALOG_000018F2	We wanted to do something unique for NFS fans following the Successful Worthersee event earlier this month. We partnered with our friends over at the Audi Factory and they delivered! We are proud to introduce this custom A1 Clubport Quattro created officially from Audi and uniquely for NFSW fans! The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19C8E	GM_CATALOG_000018F3	EXCLUSIVE AUDI A1 CLUBSPORT SPEED EDITION
D2E19C8F	GM_CATALOG_000018F4	MURCIÉLAGO LP 640 COP CAR IS HERE
D2E19C90	GM_CATALOG_000018F5	The Murciélago LP 640 Cop Car is intimidating, fast and custom! featuring "bull bars" to smash things out of your way, this raging bull is hard to tame. Get behind the wheel and see for yourself! The deal also features: :<ul><li>Team Escape powerups</li><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E19C91	GM_CATALOG_000018F6	We wanted to do something unique for NFS fans following the Successful Worthersee event earlier this month. We partnered with our friends over at the Audi Factory and they delivered! We are proud to introduce this custom A1 Clubport Quattro created officially from Audi and uniquely for NFSW fans!
D2E19C92	GM_CATALOG_000018F7	SPEED
D2E19C93	GM_CATALOG_000018F8	Audi A1 Clubsport Quattro Speed
D2E19C94	GM_CATALOG_000018F9	The Murciélago LP 640 Cop Car is intimidating, fast and custom! featuring "bull bars" to smash things out of your way, this raging bull is hard to tame. Get behind the wheel and see for yourself! 
D2E19C9C	GM_CATALOG_000018FA	Worthersee is definitely an event you want to attend if you are an Audi fan, but since it takes place half way around the World, NFSW is brining you a rare taste!  Only drivable in NFSW, the Audi A1 Clubsport Quattro is 1 of a kind. Equipped with unique carbon Fiber accents and a powerplant that delivers 500+HP, this A1 makes for an exciting drive.
D2E19C9D	GM_CATALOG_000018FB	Worthersee is definitely an event you want to attend if you are an Audi fan, but since it takes place half way around the World, NFSW is bringing you a rare taste!  Only drivable in NFSW, the Audi A1 Clubsport Quattro is 1 of a kind. Equipped with unique carbon Fiber accents and a powerplant that delivers 500+HP, this A1 makes for an exciting drive.
D2E19C9E	GM_CATALOG_000018FC	Tier 1 Special Engine Pack
D2E19C9F	GM_CATALOG_000018FD	Complete your Tier 1 setup with this Special Pack containing at least 1 Pro Engine, while stocks last!
D2E19CA0	GM_CATALOG_000018FE	Tier 1 Special Forced Induction Pack
D2E19CA1	GM_CATALOG_000018FF	Complete your Tier 1 setup with this Special Pack containing at least 1 Pro Forced Induction, while stocks last!
D2E19DF6	GM_CATALOG_00001900	Tier 1 Special Transmission Pack
D2E19DF7	GM_CATALOG_00001901	Complete your Tier 1 setup with this Special Pack containing at least 1 Pro Transmission, while stocks last!
D2E19DF8	GM_CATALOG_00001902	Tier 1 Special Suspension Pack
D2E19DF9	GM_CATALOG_00001903	Complete your Tier 1 setup with this Special Pack containing at least 1 Pro Suspension, while stocks last!
D2E19DFA	GM_CATALOG_00001904	Tier 1 Special Brakes Pack
D2E19DFB	GM_CATALOG_00001905	Complete your Tier 1 setup with this Special Pack containing at least 1 Pro Brakes, while stocks last!
D2E19DFC	GM_CATALOG_00001906	Tier 1 Special Tires Pack
D2E19DFD	GM_CATALOG_00001907	Complete your Tier 1 setup with this Special Pack containing at least 1 Pro Tires, while stocks last!
D2E19DFE	GM_CATALOG_00001908	Tier 2 Special Engine Pack
D2E19DFF	GM_CATALOG_00001909	Complete your Tier 2 setup with this Special Pack containing at least 1 Pro Engine, while stocks last!
D2E19E07	GM_CATALOG_0000190A	Tier 3 Special Engine Pack
D2E19E08	GM_CATALOG_0000190B	Complete your Tier 3 setup with this Special Pack containing at least 1 Pro Engine, while stocks last!
D2E19E09	GM_CATALOG_0000190C	Tier 2 Special Forced Induction Pack
D2E19E0A	GM_CATALOG_0000190D	Complete your Tier 2 setup with this Special Pack containing at least 1 Pro Forced Induction, while stocks last!
D2E19E0B	GM_CATALOG_0000190E	Tier 3 Special Forced Induction Pack
D2E19E0C	GM_CATALOG_0000190F	Complete your Tier 3 setup with this Special Pack containing at least 1 Pro Forced Induction, while stocks last!
D2E19E17	GM_CATALOG_00001910	Tier 2 Special Transmission Pack
D2E19E18	GM_CATALOG_00001911	Complete your Tier 2 setup with this Special Pack containing at least 1 Pro Transmission, while stocks last!
D2E19E19	GM_CATALOG_00001912	Tier 3 Special Transmission Pack
D2E19E1A	GM_CATALOG_00001913	Complete your Tier 3 setup with this Special Pack containing at least 1 Pro Transmission, while stocks last!
D2E19E1B	GM_CATALOG_00001914	Tier 2 Special Suspension Pack
D2E19E1C	GM_CATALOG_00001915	Complete your Tier 2 setup with this Special Pack containing at least 1 Pro Suspension, while stocks last!
D2E19E1D	GM_CATALOG_00001916	Tier 3 Special Suspension Pack
D2E19E1E	GM_CATALOG_00001917	Complete your Tier 3 setup with this Special Pack containing at least 1 Pro Suspension, while stocks last!
D2E19E1F	GM_CATALOG_00001918	Tier 2 Special Brakes Pack
D2E19E20	GM_CATALOG_00001919	Complete your Tier 2 setup with this Special Pack containing at least 1 Pro Brakes, while stocks last!
D2E19E28	GM_CATALOG_0000191A	Tier 3 Special Brakes Pack
D2E19E29	GM_CATALOG_0000191B	Complete your Tier 3 setup with this Special Pack containing at least 1 Pro Brakes, while stocks last!
D2E19E2A	GM_CATALOG_0000191C	Tier 2 Special Tires Pack
